dimension,seed_origin,candidate_term,cosine,kept_or_removed,reason,theta
G,주주,목적,0.9995079040527344,,,0.7
G,의결권,권리,0.9994993209838867,,,0.7
G,의결권,한도,0.9994971752166748,,,0.7
G,의결권,하며,0.9994962215423584,,,0.7
G,주주,기관,0.9994917511940002,,,0.7
G,의결권,이해관계자,0.9994910359382629,,,0.7
G,의결권,심의,0.9994892477989197,,,0.7
G,의결권,상장법인,0.9994882941246033,,,0.7
G,의결권,이전,0.9994840025901794,,,0.7
G,의결권,로부터,0.999482274055481,,,0.7
G,의결권,보고,0.9994813203811646,,,0.7
G,의결권,관계,0.9994729161262512,,,0.7
G,독립성,감사,0.9994718432426453,,,0.7
G,의결권,법규,0.9994666576385498,,,0.7
G,의결권,중대한,0.99946528673172,,,0.7
G,준법,회계,0.9994552135467529,,,0.7
G,의결권,중요한,0.9994550943374634,,,0.7
G,의결권,가능하며,0.9994543194770813,,,0.7
G,의결권,있어서는,0.9994542002677917,,,0.7
G,준법,의결,0.999439001083374,,,0.7
G,준법,전문,0.9994246363639832,,,0.7
G,의결권,하여,0.999419093132019,,,0.7
G,의결권,종합,0.999419093132019,,,0.7
G,의결권,정기,0.9994189739227295,,,0.7
G,의결권,최대,0.999418318271637,,,0.7
G,준법,회의,0.9994162917137146,,,0.7
G,주주,전문가,0.9994109869003296,,,0.7
G,의결권,가능합니다,0.9994094371795654,,,0.7
G,의결권,명의개서,0.9994000196456909,,,0.7
G,준법,이해,0.9993992447853088,,,0.7
G,의결권,거나,0.999390184879303,,,0.7
G,의결권,준법,0.9993862509727478,,,0.7
G,준법,의결권,0.999386191368103,,,0.7
G,의결권,대해,0.9993857145309448,,,0.7
G,의결권,최대한,0.999384343624115,,,0.7
G,준법,서류,0.9993737936019897,,,0.7
G,준법,기타,0.9993728399276733,,,0.7
G,의결권,회계기준,0.9993725419044495,,,0.7
G,주주,법령,0.9993665218353271,,,0.7
G,의결권,하기,0.9993664026260376,,,0.7
G,준법,현재,0.9993653297424316,,,0.7
G,주주,기타,0.9993634223937988,,,0.7
G,준법,최대,0.9993613362312317,,,0.7
G,의결권,정보,0.9993582963943481,,,0.7
G,의결권,사전,0.9993531107902527,,,0.7
G,의결권,미칠,0.99934983253479,,,0.7
G,의결권,결과,0.9993497729301453,,,0.7
G,의결권,법률,0.9993492960929871,,,0.7
G,의결권,대리인,0.9993475675582886,,,0.7
G,주주,신제윤,0.9993442893028259,,,0.7
G,준법,있어,0.9993414878845215,,,0.7
G,준법,가능성,0.9993385076522827,,,0.7
E,폐기물,Demodulator,0.9998681545257568,,,0.8
E,폐기물,Processor,0.999866247177124,,,0.8
E,폐기물,Governance,0.9998648166656494,,,0.8
E,폐기물,Directive,0.9998619556427002,,,0.8
E,폐기물,Memory,0.9998618960380554,,,0.8
E,폐기물,Regulation,0.999860942363739,,,0.8
E,폐기물,Headphone,0.9998595714569092,,,0.8
E,폐기물,SRI,0.99985271692276,,,0.8
E,폐기물,Transistor,0.9998524188995361,,,0.8
E,폐기물,Processing,0.9998510479927063,,,0.8
E,폐기물,Modulator,0.9998492002487183,,,0.8
E,폐기물,Singapore,0.9998469948768616,,,0.8
E,재활용,기능,0.999846339225769,,,0.8
E,폐기물,Unit,0.9998461604118347,,,0.8
E,폐기물,Optoelectronics,0.9998442530632019,,,0.8
E,폐기물,Diode,0.9998389482498169,,,0.8
E,폐기물,InVehicle,0.9998365044593811,,,0.8
E,폐기물,SRC,0.9998359680175781,,,0.8
E,폐기물,Electronics,0.9998356699943542,,,0.8
E,폐기물,Active,0.9998354911804199,,,0.8
E,폐기물,Technology,0.9998352527618408,,,0.8
E,폐기물,Techtronics,0.9998331665992737,,,0.8
E,폐기물,Specialty,0.9998317956924438,,,0.8
E,폐기물,Mode,0.9998304843902588,,,0.8
E,폐기물,미국,0.9998296499252319,,,0.8
E,폐기물,Vehicle,0.999828040599823,,,0.8
E,폐기물,SRUKR,0.9998265504837036,,,0.8
E,폐기물,Nanjing,0.9998264908790588,,,0.8
E,폐기물,Application,0.9998257756233215,,,0.8
E,폐기물,SRBD,0.9998251795768738,,,0.8
E,폐기물,Bangalore,0.9998248219490051,,,0.8
E,폐기물,Infotainment,0.9998237490653992,,,0.8
E,폐기물,Loading,0.9998229742050171,,,0.8
E,재활용,아니라,0.9998208284378052,,,0.8
E,폐기물,Australia,0.9998198747634888,,,0.8
E,폐기물,Telematics,0.9998191595077515,,,0.8
E,폐기물,Emitting,0.9998182058334351,,,0.8
E,폐기물,Beijing,0.999817967414856,,,0.8
E,폐기물,Graphics,0.9998173713684082,,,0.8
E,폐기물,TCL,0.9998172521591187,,,0.8
E,폐기물,Signal,0.9998170137405396,,,0.8
E,폐기물,Corporation,0.9998159408569336,,,0.8
E,폐기물,Delhi,0.9998155236244202,,,0.8
E,폐기물,Access,0.9998154044151306,,,0.8
E,폐기물,Leading,0.9998153448104858,,,0.8
E,폐기물,Wideband,0.9998148679733276,,,0.8
E,폐기물,장치,0.9998140335083008,,,0.8
E,폐기물,Dynamic,0.9998121857643127,,,0.8
E,폐기물,주는,0.999809741973877,,,0.8
E,폐기물,전략,0.9998093247413635,,,0.8
E,폐기물,Operating,0.9998092651367188,,,0.8
E,폐기물,Modem,0.9998080730438232,,,0.8
E,폐기물,Integrated,0.9998062252998352,,,0.8
E,폐기물,SRR,0.9998058080673218,,,0.8
E,폐기물,Volatile,0.9998051524162292,,,0.8
E,폐기물,Speaker,0.9998050332069397,,,0.8
E,폐기물,Qualcomm,0.999804675579071,,,0.8
E,폐기물,France,0.999804675579071,,,0.8
E,폐기물,Central,0.999803900718689,,,0.8
E,폐기물,Cycle,0.9998036623001099,,,0.8
E,폐기물,실시간,0.9998035430908203,,,0.8
E,폐기물,같은,0.9998019933700562,,,0.8
E,폐기물,Mobile,0.999801516532898,,,0.8
E,폐기물,Ericsson,0.9998006224632263,,,0.8
E,폐기물,응용프로그램,0.9998005032539368,,,0.8
E,폐기물,인식,0.9998003840446472,,,0.8
E,폐기물,Hong,0.9997970461845398,,,0.8
E,폐기물,Liquid,0.9997966885566711,,,0.8
E,폐기물,콘텐츠,0.9997966289520264,,,0.8
E,폐기물,되도록,0.9997959733009338,,,0.8
E,폐기물,Organic,0.9997957348823547,,,0.8
E,폐기물,Corning,0.99979567527771,,,0.8
E,폐기물,SRJ,0.9997953176498413,,,0.8
E,폐기물,Social,0.9997938275337219,,,0.8
E,폐기물,데이터,0.9997934103012085,,,0.8
E,폐기물,화하여,0.9997929334640503,,,0.8
E,폐기물,Google,0.9997925758361816,,,0.8
E,폐기물,가능한,0.9997923970222473,,,0.8
E,폐기물,Production,0.99979168176651,,,0.8
E,온실가스,배출,0.9997901916503906,,,0.8
E,폐기물,Experience,0.9997897148132324,,,0.8
E,폐기물,Wireless,0.9997883439064026,,,0.8
E,폐기물,Guangzhou,0.9997882843017578,,,0.8
E,폐기물,변화,0.999788224697113,,,0.8
E,폐기물,Automotive,0.9997881054878235,,,0.8
E,폐기물,Shenzhen,0.9997880458831787,,,0.8
E,폐기물,SRA,0.9997873306274414,,,0.8
E,폐기물,되었으나,0.9997870922088623,,,0.8
E,폐기물,Thin,0.9997865557670593,,,0.8
E,폐기물,화학물질,0.999786376953125,,,0.8
E,폐기물,Control,0.9997860193252563,,,0.8
E,폐기물,국내외,0.999783456325531,,,0.8
E,폐기물,Company,0.9997832775115967,,,0.8
E,폐기물,Quantum,0.9997832775115967,,,0.8
E,폐기물,Mature,0.9997824430465698,,,0.8
E,폐기물,SSCR,0.9997798204421997,,,0.8
E,재활용,Ecosystem,0.999779462814331,,,0.8
E,폐기물,Kong,0.9997792840003967,,,0.8
E,폐기물,프로그램,0.9997771382331848,,,0.8
E,폐기물,Fabless,0.9997761249542236,,,0.8
S,공급망,Hong,0.9999108910560608,,,0.8
S,공급망,Automotive,0.999900221824646,,,0.8
S,공급망,Operating,0.9999000430107117,,,0.8
S,공급망,Installed,0.9998998641967773,,,0.8
S,공급망,Technology,0.9998974800109863,,,0.8
S,공급망,Telematics,0.9998951554298401,,,0.8
S,공급망,Kong,0.9998944401741028,,,0.8
S,공급망,Production,0.9998943209648132,,,0.8
S,공급망,Leading,0.9998941421508789,,,0.8
S,공급망,Corporation,0.9998913407325745,,,0.8
S,공급망,Display,0.9998903274536133,,,0.8
S,공급망,Emitting,0.9998902082443237,,,0.8
S,공급망,Optoelectronics,0.9998871088027954,,,0.8
S,공급망,France,0.9998858571052551,,,0.8
S,공급망,Techtronics,0.9998854398727417,,,0.8
S,공급망,Fabless,0.999884843826294,,,0.8
S,공급망,Electronics,0.999884307384491,,,0.8
S,공급망,Vehicle,0.9998837113380432,,,0.8
S,공급망,Mature,0.9998834729194641,,,0.8
S,공급망,Beijing,0.9998828768730164,,,0.8
S,공급망,InVehicle,0.9998818039894104,,,0.8
S,공급망,Defined,0.9998809695243835,,,0.8
S,공급망,UpDisplay,0.9998799562454224,,,0.8
S,공급망,공급,0.9998798966407776,,,0.8
S,공급망,변화,0.9998795390129089,,,0.8
S,공급망,보안,0.9998793005943298,,,0.8
S,공급망,Wireless,0.9998778700828552,,,0.8
S,공급망,Processing,0.9998776316642761,,,0.8
S,공급망,Directive,0.9998753666877747,,,0.8
S,공급망,Application,0.9998745322227478,,,0.8
S,공급망,Loading,0.9998739361763,,,0.8
S,공급망,Experience,0.9998732209205627,,,0.8
S,공급망,되었으나,0.9998730421066284,,,0.8
S,공급망,Nanjing,0.9998709559440613,,,0.8
S,공급망,Ericsson,0.9998708963394165,,,0.8
S,공급망,Corning,0.9998694062232971,,,0.8
S,공급망,Active,0.9998692274093628,,,0.8
S,공급망,Cycle,0.9998689889907837,,,0.8
S,공급망,Qualcomm,0.9998689889907837,,,0.8
S,공급망,Control,0.9998677968978882,,,0.8
S,공급망,데이터,0.9998669028282166,,,0.8
S,공급망,Google,0.9998665452003479,,,0.8
S,공급망,방식,0.9998653531074524,,,0.8
S,공급망,Upscaling,0.9998637437820435,,,0.8
S,공급망,Modulator,0.9998628497123718,,,0.8
S,공급망,Controller,0.9998624324798584,,,0.8
S,공급망,Portable,0.999862015247345,,,0.8
S,공급망,카메라,0.9998615384101868,,,0.8
S,공급망,Diode,0.9998610019683838,,,0.8
S,공급망,Modem,0.9998599290847778,,,0.8
S,공급망,Unit,0.9998584389686584,,,0.8
S,공급망,Singapore,0.9998567700386047,,,0.8
S,공급망,Incorporated,0.999856173992157,,,0.8
S,공급망,Integrated,0.9998556971549988,,,0.8
S,공급망,Digital,0.9998536109924316,,,0.8
S,공급망,실시간,0.9998533725738525,,,0.8
S,공급망,Regulation,0.9998517036437988,,,0.8
S,공급망,확보,0.9998511672019958,,,0.8
S,공급망,Demodulator,0.9998496770858765,,,0.8
S,공급망,Software,0.9998491406440735,,,0.8
S,공급망,Gaming,0.9998487830162048,,,0.8
S,공급망,Access,0.9998478293418884,,,0.8
S,공급망,Crystal,0.9998475313186646,,,0.8
S,공급망,전세계,0.9998471736907959,,,0.8
S,공급망,Mode,0.9998471736907959,,,0.8
S,공급망,Telekom,0.999846875667572,,,0.8
S,공급망,Mobile,0.9998454451560974,,,0.8
S,공급망,Processor,0.9998453259468079,,,0.8
S,공급망,Wallet,0.9998438358306885,,,0.8
S,공급망,Forecast,0.9998434782028198,,,0.8
S,공급망,화면,0.9998424649238586,,,0.8
S,공급망,Pro,0.9998408555984497,,,0.8
S,공급망,Volatile,0.9998407959938049,,,0.8
S,공급망,Quantum,0.9998400211334229,,,0.8
S,공급망,Headphone,0.9998395442962646,,,0.8
S,공급망,주는,0.9998375773429871,,,0.8
S,공급망,Speaker,0.999837338924408,,,0.8
S,공급망,Delhi,0.9998353719711304,,,0.8
S,공급망,보호,0.9998340606689453,,,0.8
S,공급망,Light,0.9998335838317871,,,0.8
S,공급망,Governance,0.9998332262039185,,,0.8
S,공급망,Head,0.9998300075531006,,,0.8
S,공급망,Australia,0.9998297691345215,,,0.8
S,공급망,Memory,0.9998292922973633,,,0.8
S,공급망,Nokia,0.9998264312744141,,,0.8
S,공급망,Wideband,0.9998260140419006,,,0.8
S,공급망,Supreme,0.999823808670044,,,0.8
S,공급망,eXperience,0.9998236298561096,,,0.8
S,공급망,Organic,0.9998235702514648,,,0.8
S,공급망,Portfolio,0.9998233914375305,,,0.8
S,공급망,SEAU,0.9998233318328857,,,0.8
S,공급망,화하여,0.9998221397399902,,,0.8
S,공급망,전략,0.9998210072517395,,,0.8
S,공급망,Company,0.9998207688331604,,,0.8
S,공급망,Philippines,0.9998207092285156,,,0.8
S,공급망,Bangalore,0.999820351600647,,,0.8
S,공급망,장치,0.9998190999031067,,,0.8
S,공급망,SEPCO,0.9998189210891724,,,0.8
S,공급망,있으나,0.9998165965080261,,,0.8
S,공급망,SmartThings,0.9998160600662231,,,0.8
G,의결권,행사,0.9998784065246582,,,0.8
G,의결권,가능성,0.9997835755348206,,,0.8
G,의결권,투표제,0.9997680187225342,,,0.8
G,의결권,필요하다고,0.9997602701187134,,,0.8
G,의결권,체계,0.9997506141662598,,,0.8
G,의결권,이해관계,0.9997010231018066,,,0.8
G,준법,심의,0.9996909499168396,,,0.8
G,의결권,전문,0.9996801614761353,,,0.8
G,의결권,회계,0.9996759295463562,,,0.8
G,의결권,Environment,0.9996582269668579,,,0.8
G,준법,주주명부,0.9996551871299744,,,0.8
G,준법,관리제,0.9996426701545715,,,0.8
G,의결권,있어서도,0.9996342658996582,,,0.8
G,준법,필요하다고,0.9996313452720642,,,0.8
G,의결권,외부,0.999627947807312,,,0.8
G,의결권,합니다,0.9996219873428345,,,0.8
G,의결권,있는,0.9996181130409241,,,0.8
G,준법,내부통제,0.9996176362037659,,,0.8
G,의결권,회의,0.9996154308319092,,,0.8
G,의결권,레인보우,0.9996137619018555,,,0.8
G,의결권,제외,0.9996129274368286,,,0.8
G,준법,제도,0.9996116161346436,,,0.8
G,주주,가능,0.9996105432510376,,,0.8
G,의결권,대표,0.9996063113212585,,,0.8
G,의결권,주주명부,0.9996052980422974,,,0.8
G,의결권,주식,0.9996016621589661,,,0.8
G,준법,있어서는,0.9995983839035034,,,0.8
G,의결권,점검,0.9995906352996826,,,0.8
G,의결권,로보틱스,0.9995895028114319,,,0.8
G,의결권,지배구조,0.9995885491371155,,,0.8
G,의결권,신규,0.9995812177658081,,,0.8
G,주주,경력,0.9995661377906799,,,0.8
G,의결권,범위,0.9995586276054382,,,0.8
G,준법,결과,0.9995522499084473,,,0.8
G,의결권,소수주주권,0.9995522499084473,,,0.8
G,의결권,이해,0.9995510578155518,,,0.8
G,의결권,받고,0.999544620513916,,,0.8
G,의결권,지배인,0.9995388388633728,,,0.8
G,의결권,있어,0.999535322189331,,,0.8
G,의결권,가능했던,0.9995351433753967,,,0.8
G,의결권,건의,0.9995344281196594,,,0.8
G,준법,부회,0.9995284676551819,,,0.8
G,주주,검토,0.9995273351669312,,,0.8
G,준법,조직,0.9995259046554565,,,0.8
G,의결권,제도,0.9995185136795044,,,0.8
G,의결권,필요할,0.9995172023773193,,,0.8
G,준법,이를,0.9995168447494507,,,0.8
G,의결권,매도,0.9995089769363403,,,0.8
G,주주,목적,0.9995079040527344,,,0.8
G,의결권,권리,0.9994993209838867,,,0.8
G,의결권,한도,0.9994971752166748,,,0.8
G,의결권,하며,0.9994962215423584,,,0.8
G,주주,기관,0.9994917511940002,,,0.8
G,의결권,이해관계자,0.9994910359382629,,,0.8
G,의결권,심의,0.9994892477989197,,,0.8
G,의결권,상장법인,0.9994882941246033,,,0.8
G,의결권,이전,0.9994840025901794,,,0.8
G,의결권,로부터,0.999482274055481,,,0.8
G,의결권,보고,0.9994813203811646,,,0.8
G,의결권,관계,0.9994729161262512,,,0.8
G,독립성,감사,0.9994718432426453,,,0.8
G,의결권,법규,0.9994666576385498,,,0.8
G,의결권,중대한,0.99946528673172,,,0.8
G,준법,회계,0.9994552135467529,,,0.8
G,의결권,중요한,0.9994550943374634,,,0.8
G,의결권,가능하며,0.9994543194770813,,,0.8
G,의결권,있어서는,0.9994542002677917,,,0.8
G,준법,의결,0.999439001083374,,,0.8
G,준법,전문,0.9994246363639832,,,0.8
G,의결권,하여,0.999419093132019,,,0.8
G,의결권,종합,0.999419093132019,,,0.8
G,의결권,정기,0.9994189739227295,,,0.8
G,의결권,최대,0.999418318271637,,,0.8
G,준법,회의,0.9994162917137146,,,0.8
G,주주,전문가,0.9994109869003296,,,0.8
G,의결권,가능합니다,0.9994094371795654,,,0.8
G,의결권,명의개서,0.9994000196456909,,,0.8
G,준법,이해,0.9993992447853088,,,0.8
G,의결권,거나,0.999390184879303,,,0.8
G,의결권,준법,0.9993862509727478,,,0.8
G,준법,의결권,0.999386191368103,,,0.8
G,의결권,대해,0.9993857145309448,,,0.8
G,의결권,최대한,0.999384343624115,,,0.8
G,준법,서류,0.9993737936019897,,,0.8
G,준법,기타,0.9993728399276733,,,0.8
G,의결권,회계기준,0.9993725419044495,,,0.8
G,주주,법령,0.9993665218353271,,,0.8
G,의결권,하기,0.9993664026260376,,,0.8
G,준법,현재,0.9993653297424316,,,0.8
G,주주,기타,0.9993634223937988,,,0.8
G,준법,최대,0.9993613362312317,,,0.8
G,의결권,정보,0.9993582963943481,,,0.8
G,의결권,사전,0.9993531107902527,,,0.8
G,의결권,미칠,0.99934983253479,,,0.8
G,의결권,결과,0.9993497729301453,,,0.8
G,의결권,법률,0.9993492960929871,,,0.8
G,의결권,대리인,0.9993475675582886,,,0.8
G,주주,신제윤,0.9993442893028259,,,0.8
G,준법,있어,0.9993414878845215,,,0.8
G,준법,가능성,0.9993385076522827,,,0.8
